fs_time,time,param1,param2,covar
15.0,19.0,rho,k,1.0661714812564627e-31
15.0,19.0,rho,pi,0.009178871961915698
15.0,19.0,rho,delta,6.423371132183769e-05
15.0,19.0,rho,c,3.1878551378395194e-32
15.0,19.0,rho,lnV0,0.00012489507056437612
15.0,19.0,rho,phi,0.0004049057833284664
15.0,19.0,k,pi,1.5222535286495526e-27
15.0,19.0,k,delta,-6.38271048879366e-29
15.0,19.0,k,c,4.262450481883947e-29
15.0,19.0,k,lnV0,-2.4862752792730913e-29
15.0,19.0,k,phi,-1.8213465709265395e-28
15.0,19.0,pi,delta,1.0804426318619398
15.0,19.0,pi,c,4.523704409350692e-28
15.0,19.0,pi,lnV0,-1.1818236916744866
15.0,19.0,pi,phi,-26.712310385447157
15.0,19.0,delta,c,-1.892105091239299e-29
15.0,19.0,delta,lnV0,0.0032186412559131418
15.0,19.0,delta,phi,-0.1390277387867151
15.0,19.0,c,lnV0,-7.304695887397419e-30
15.0,19.0,c,phi,-5.370382353558536e-29
15.0,19.0,lnV0,phi,0.03434803125045667
15.0,20.0,beta,rho,-0.0011060721993532195
15.0,20.0,beta,k,-1.4856947831698958e-28
15.0,20.0,beta,pi,-0.8669509666485644
15.0,20.0,beta,delta,-0.03425854534072842
15.0,20.0,beta,c,-4.3858430891046465e-29
15.0,20.0,beta,lnV0,-0.29874432574820503
15.0,20.0,beta,phi,0.4632145460708969
15.0,20.0,rho,k,1.0661714812564627e-31
15.0,20.0,rho,pi,0.009178871961915698
15.0,20.0,rho,delta,6.423371132183769e-05
15.0,20.0,rho,c,3.1878551378395194e-32
15.0,20.0,rho,lnV0,0.00012489507056437612
15.0,20.0,rho,phi,0.0004049057833284664
15.0,20.0,k,pi,1.5222535286495526e-27
15.0,20.0,k,delta,-6.38271048879366e-29
15.0,20.0,k,c,4.262450481883947e-29
15.0,20.0,k,lnV0,-2.4862752792730913e-29
15.0,20.0,k,phi,-1.8213465709265395e-28
15.0,20.0,pi,delta,1.0804426318619398
15.0,20.0,pi,c,4.523704409350692e-28
15.0,20.0,pi,lnV0,-1.1818236916744866
15.0,20.0,pi,phi,-26.712310385447157
15.0,20.0,delta,c,-1.892105091239299e-29
15.0,20.0,delta,lnV0,0.0032186412559131418
15.0,20.0,delta,phi,-0.1390277387867151
15.0,20.0,c,lnV0,-7.304695887397419e-30
15.0,20.0,c,phi,-5.370382353558536e-29
15.0,20.0,lnV0,phi,0.03434803125045667
15.0,21.0,beta,rho,-0.0011060721993532195
15.0,21.0,beta,k,-1.4856947831698958e-28
15.0,21.0,beta,pi,-0.8669509666485644
15.0,21.0,beta,delta,-0.03425854534072842
15.0,21.0,beta,c,-4.3858430891046465e-29
15.0,21.0,beta,lnV0,-0.29874432574820503
15.0,21.0,beta,phi,0.4632145460708969
15.0,21.0,rho,k,1.0661714812564627e-31
15.0,21.0,rho,pi,0.009178871961915698
15.0,21.0,rho,delta,6.423371132183769e-05
15.0,21.0,rho,c,3.1878551378395194e-32
15.0,21.0,rho,lnV0,0.00012489507056437612
15.0,21.0,rho,phi,0.0004049057833284664
15.0,21.0,k,pi,1.5222535286495526e-27
15.0,21.0,k,delta,-6.38271048879366e-29
15.0,21.0,k,c,4.262450481883947e-29
15.0,21.0,k,lnV0,-2.4862752792730913e-29
15.0,21.0,k,phi,-1.8213465709265395e-28
15.0,21.0,pi,delta,1.0804426318619398
15.0,21.0,pi,c,4.523704409350692e-28
15.0,21.0,pi,lnV0,-1.1818236916744866
15.0,21.0,pi,phi,-26.712310385447157
15.0,21.0,delta,c,-1.892105091239299e-29
15.0,21.0,delta,lnV0,0.0032186412559131418
15.0,21.0,delta,phi,-0.1390277387867151
15.0,21.0,c,lnV0,-7.304695887397419e-30
15.0,21.0,c,phi,-5.370382353558536e-29
15.0,21.0,lnV0,phi,0.03434803125045667
