fs_time,time,param1,param2,covar
14.0,16.0,lnV0,c,2.760310243575003e-29
14.0,16.0,lnV0,k,2.0097428785957532e-29
14.0,16.0,pi,rho,0.004415349471626996
14.0,16.0,pi,c,1.343120547857604e-27
14.0,16.0,pi,k,9.583560144419257e-28
14.0,16.0,rho,c,1.9443151313196014e-31
14.0,16.0,rho,k,1.1418993628384962e-31
14.0,16.0,c,k,4.4496793679611905e-27
14.0,17.0,phi,delta,-0.07631972690914095
14.0,17.0,phi,beta,-0.3517770788811999
14.0,17.0,phi,lnV0,-0.3159395676191119
14.0,17.0,phi,pi,0.2578936298600158
14.0,17.0,phi,rho,0.0010042613576213574
14.0,17.0,phi,c,-2.0620850764166746e-28
14.0,17.0,phi,k,-1.4813829571958869e-28
14.0,17.0,delta,beta,-0.043969283337753774
14.0,17.0,delta,lnV0,0.013963301951147545
14.0,17.0,delta,pi,-0.13240658423629204
14.0,17.0,delta,rho,0.00010494325416771758
14.0,17.0,delta,c,7.071134649015033e-29
14.0,17.0,delta,k,5.0169502817034037e-29
14.0,17.0,beta,lnV0,-0.41689461081516466
14.0,17.0,beta,pi,0.32484919398524364
14.0,17.0,beta,rho,-0.00010964570426466788
14.0,17.0,beta,c,-3.397304915169234e-29
14.0,17.0,beta,k,-2.7652481867656553e-29
14.0,17.0,lnV0,pi,-2.2415315991589404
14.0,17.0,lnV0,rho,0.0004114898983529004
14.0,17.0,lnV0,c,2.760310243575003e-29
14.0,17.0,lnV0,k,2.0097428785957532e-29
14.0,17.0,pi,rho,0.004415349471626996
14.0,17.0,pi,c,1.343120547857604e-27
14.0,17.0,pi,k,9.583560144419257e-28
14.0,17.0,rho,c,1.9443151313196014e-31
14.0,17.0,rho,k,1.1418993628384962e-31
14.0,17.0,c,k,4.4496793679611905e-27
14.0,18.0,phi,delta,-0.07631972690914095
14.0,18.0,phi,beta,-0.3517770788811999
14.0,18.0,phi,lnV0,-0.3159395676191119
14.0,18.0,phi,pi,0.2578936298600158
14.0,18.0,phi,rho,0.0010042613576213574
14.0,18.0,phi,c,-2.0620850764166746e-28
14.0,18.0,phi,k,-1.4813829571958869e-28
14.0,18.0,delta,beta,-0.043969283337753774
14.0,18.0,delta,lnV0,0.013963301951147545
14.0,18.0,delta,pi,-0.13240658423629204
14.0,18.0,delta,rho,0.00010494325416771758
14.0,18.0,delta,c,7.071134649015033e-29
14.0,18.0,delta,k,5.0169502817034037e-29
14.0,18.0,beta,lnV0,-0.41689461081516466
14.0,18.0,beta,pi,0.32484919398524364
14.0,18.0,beta,rho,-0.00010964570426466788
14.0,18.0,beta,c,-3.397304915169234e-29
14.0,18.0,beta,k,-2.7652481867656553e-29
14.0,18.0,lnV0,pi,-2.2415315991589404
14.0,18.0,lnV0,rho,0.0004114898983529004
14.0,18.0,lnV0,c,2.760310243575003e-29
14.0,18.0,lnV0,k,2.0097428785957532e-29
14.0,18.0,pi,rho,0.004415349471626996
14.0,18.0,pi,c,1.343120547857604e-27
14.0,18.0,pi,k,9.583560144419257e-28
14.0,18.0,rho,c,1.9443151313196014e-31
14.0,18.0,rho,k,1.1418993628384962e-31
14.0,18.0,c,k,4.4496793679611905e-27
14.0,19.0,phi,delta,-0.07631972690914095
14.0,19.0,phi,beta,-0.3517770788811999
14.0,19.0,phi,lnV0,-0.3159395676191119
14.0,19.0,phi,pi,0.2578936298600158
14.0,19.0,phi,rho,0.0010042613576213574
14.0,19.0,phi,c,-2.0620850764166746e-28
14.0,19.0,phi,k,-1.4813829571958869e-28
14.0,19.0,delta,beta,-0.043969283337753774
14.0,19.0,delta,lnV0,0.013963301951147545
14.0,19.0,delta,pi,-0.13240658423629204
14.0,19.0,delta,rho,0.00010494325416771758
14.0,19.0,delta,c,7.071134649015033e-29
14.0,19.0,delta,k,5.0169502817034037e-29
14.0,19.0,beta,lnV0,-0.41689461081516466
14.0,19.0,beta,pi,0.32484919398524364
14.0,19.0,beta,rho,-0.00010964570426466788
14.0,19.0,beta,c,-3.397304915169234e-29
14.0,19.0,beta,k,-2.7652481867656553e-29
14.0,19.0,lnV0,pi,-2.2415315991589404
14.0,19.0,lnV0,rho,0.0004114898983529004
14.0,19.0,lnV0,c,2.760310243575003e-29
14.0,19.0,lnV0,k,2.0097428785957532e-29
14.0,19.0,pi,rho,0.004415349471626996
14.0,19.0,pi,c,1.343120547857604e-27
14.0,19.0,pi,k,9.583560144419257e-28
14.0,19.0,rho,c,1.9443151313196014e-31
14.0,19.0,rho,k,1.1418993628384962e-31
14.0,19.0,c,k,4.4496793679611905e-27
14.0,20.0,phi,delta,-0.07631972690914095
14.0,20.0,phi,beta,-0.3517770788811999
14.0,20.0,phi,lnV0,-0.3159395676191119
14.0,20.0,phi,pi,0.2578936298600158
14.0,20.0,phi,rho,0.0010042613576213574
14.0,20.0,phi,c,-2.0620850764166746e-28
14.0,20.0,phi,k,-1.4813829571958869e-28
14.0,20.0,delta,beta,-0.043969283337753774
14.0,20.0,delta,lnV0,0.013963301951147545
14.0,20.0,delta,pi,-0.13240658423629204
14.0,20.0,delta,rho,0.00010494325416771758
14.0,20.0,delta,c,7.071134649015033e-29
14.0,20.0,delta,k,5.0169502817034037e-29
14.0,20.0,beta,lnV0,-0.41689461081516466
14.0,20.0,beta,pi,0.32484919398524364
14.0,20.0,beta,rho,-0.00010964570426466788
14.0,20.0,beta,c,-3.397304915169234e-29
14.0,20.0,beta,k,-2.7652481867656553e-29
14.0,20.0,lnV0,pi,-2.2415315991589404
14.0,20.0,lnV0,rho,0.0004114898983529004
14.0,20.0,lnV0,c,2.760310243575003e-29
14.0,20.0,lnV0,k,2.0097428785957532e-29
14.0,20.0,pi,rho,0.004415349471626996
14.0,20.0,pi,c,1.343120547857604e-27
14.0,20.0,pi,k,9.583560144419257e-28
14.0,20.0,rho,c,1.9443151313196014e-31
14.0,20.0,rho,k,1.1418993628384962e-31
14.0,20.0,c,k,4.4496793679611905e-27
14.0,21.0,phi,delta,-0.07631972690914095
14.0,21.0,phi,beta,-0.3517770788811999
14.0,21.0,phi,lnV0,-0.3159395676191119
14.0,21.0,phi,pi,0.2578936298600158
14.0,21.0,phi,rho,0.0010042613576213574
14.0,21.0,phi,c,-2.0620850764166746e-28
14.0,21.0,phi,k,-1.4813829571958869e-28
14.0,21.0,delta,beta,-0.043969283337753774
14.0,21.0,delta,lnV0,0.013963301951147545
14.0,21.0,delta,pi,-0.13240658423629204
14.0,21.0,delta,rho,0.00010494325416771758
14.0,21.0,delta,c,7.071134649015033e-29
14.0,21.0,delta,k,5.0169502817034037e-29
14.0,21.0,beta,lnV0,-0.41689461081516466
14.0,21.0,beta,pi,0.32484919398524364
14.0,21.0,beta,rho,-0.00010964570426466788
14.0,21.0,beta,c,-3.397304915169234e-29
14.0,21.0,beta,k,-2.7652481867656553e-29
14.0,21.0,lnV0,pi,-2.2415315991589404
14.0,21.0,lnV0,rho,0.0004114898983529004
14.0,21.0,lnV0,c,2.760310243575003e-29
14.0,21.0,lnV0,k,2.0097428785957532e-29
14.0,21.0,pi,rho,0.004415349471626996
14.0,21.0,pi,c,1.343120547857604e-27
14.0,21.0,pi,k,9.583560144419257e-28
14.0,21.0,rho,c,1.9443151313196014e-31
14.0,21.0,rho,k,1.1418993628384962e-31
14.0,21.0,c,k,4.4496793679611905e-27
