fs_time,time,param1,param2,covar
14.0,18.0,c,phi,2.186237826375389e-28
14.0,18.0,c,k,-3.491113999063641e-26
14.0,18.0,c,pi,-8.950473446291502e-26
14.0,18.0,lnV0,delta,0.0405791638079475
14.0,18.0,lnV0,rho,-0.0015493923518744923
14.0,18.0,lnV0,beta,-0.5383700081866828
14.0,18.0,lnV0,phi,0.19847720796651186
14.0,18.0,lnV0,k,1.248602253186233e-27
14.0,18.0,lnV0,pi,-5.941672671207299
14.0,18.0,delta,rho,0.00011427579369825461
14.0,18.0,delta,beta,-0.060852480737414394
14.0,18.0,delta,phi,-0.050578198269278736
14.0,18.0,delta,k,-4.735533197925031e-30
14.0,18.0,delta,pi,0.3225048134061323
14.0,18.0,rho,beta,-0.0014832014052333588
14.0,18.0,rho,phi,-3.429565622579848e-05
14.0,18.0,rho,k,6.741043839363984e-30
14.0,18.0,rho,pi,0.03465966899958359
14.0,18.0,beta,phi,-0.046068643527836156
14.0,18.0,beta,k,2.459320240789066e-27
14.0,18.0,beta,pi,5.65365202438823
14.0,18.0,phi,k,-2.5729730375392665e-28
14.0,18.0,phi,pi,-0.00519993390941895
14.0,18.0,k,pi,1.2474025847760921e-25
14.0,19.0,c,lnV0,-9.20271951463431e-28
14.0,19.0,c,delta,1.5785110659750102e-30
14.0,19.0,c,rho,-4.891996941280952e-30
14.0,19.0,c,beta,-1.763986116227074e-27
14.0,19.0,c,phi,2.186237826375389e-28
14.0,19.0,c,k,-3.491113999063641e-26
14.0,19.0,c,pi,-8.950473446291502e-26
14.0,19.0,lnV0,delta,0.0405791638079475
14.0,19.0,lnV0,rho,-0.0015493923518744923
14.0,19.0,lnV0,beta,-0.5383700081866828
14.0,19.0,lnV0,phi,0.19847720796651186
14.0,19.0,lnV0,k,1.248602253186233e-27
14.0,19.0,lnV0,pi,-5.941672671207299
14.0,19.0,delta,rho,0.00011427579369825461
14.0,19.0,delta,beta,-0.060852480737414394
14.0,19.0,delta,phi,-0.050578198269278736
14.0,19.0,delta,k,-4.735533197925031e-30
14.0,19.0,delta,pi,0.3225048134061323
14.0,19.0,rho,beta,-0.0014832014052333588
14.0,19.0,rho,phi,-3.429565622579848e-05
14.0,19.0,rho,k,6.741043839363984e-30
14.0,19.0,rho,pi,0.03465966899958359
14.0,19.0,beta,phi,-0.046068643527836156
14.0,19.0,beta,k,2.459320240789066e-27
14.0,19.0,beta,pi,5.65365202438823
14.0,19.0,phi,k,-2.5729730375392665e-28
14.0,19.0,phi,pi,-0.00519993390941895
14.0,19.0,k,pi,1.2474025847760921e-25
14.0,20.0,c,lnV0,-9.20271951463431e-28
14.0,20.0,c,delta,1.5785110659750102e-30
14.0,20.0,c,rho,-4.891996941280952e-30
14.0,20.0,c,beta,-1.763986116227074e-27
14.0,20.0,c,phi,2.186237826375389e-28
14.0,20.0,c,k,-3.491113999063641e-26
14.0,20.0,c,pi,-8.950473446291502e-26
14.0,20.0,lnV0,delta,0.0405791638079475
14.0,20.0,lnV0,rho,-0.0015493923518744923
14.0,20.0,lnV0,beta,-0.5383700081866828
14.0,20.0,lnV0,phi,0.19847720796651186
14.0,20.0,lnV0,k,1.248602253186233e-27
14.0,20.0,lnV0,pi,-5.941672671207299
14.0,20.0,delta,rho,0.00011427579369825461
14.0,20.0,delta,beta,-0.060852480737414394
14.0,20.0,delta,phi,-0.050578198269278736
14.0,20.0,delta,k,-4.735533197925031e-30
14.0,20.0,delta,pi,0.3225048134061323
14.0,20.0,rho,beta,-0.0014832014052333588
14.0,20.0,rho,phi,-3.429565622579848e-05
14.0,20.0,rho,k,6.741043839363984e-30
14.0,20.0,rho,pi,0.03465966899958359
14.0,20.0,beta,phi,-0.046068643527836156
14.0,20.0,beta,k,2.459320240789066e-27
14.0,20.0,beta,pi,5.65365202438823
14.0,20.0,phi,k,-2.5729730375392665e-28
14.0,20.0,phi,pi,-0.00519993390941895
14.0,20.0,k,pi,1.2474025847760921e-25
14.0,21.0,c,lnV0,-9.20271951463431e-28
14.0,21.0,c,delta,1.5785110659750102e-30
14.0,21.0,c,rho,-4.891996941280952e-30
14.0,21.0,c,beta,-1.763986116227074e-27
14.0,21.0,c,phi,2.186237826375389e-28
14.0,21.0,c,k,-3.491113999063641e-26
14.0,21.0,c,pi,-8.950473446291502e-26
14.0,21.0,lnV0,delta,0.0405791638079475
14.0,21.0,lnV0,rho,-0.0015493923518744923
14.0,21.0,lnV0,beta,-0.5383700081866828
14.0,21.0,lnV0,phi,0.19847720796651186
14.0,21.0,lnV0,k,1.248602253186233e-27
14.0,21.0,lnV0,pi,-5.941672671207299
14.0,21.0,delta,rho,0.00011427579369825461
14.0,21.0,delta,beta,-0.060852480737414394
14.0,21.0,delta,phi,-0.050578198269278736
14.0,21.0,delta,k,-4.735533197925031e-30
14.0,21.0,delta,pi,0.3225048134061323
14.0,21.0,rho,beta,-0.0014832014052333588
14.0,21.0,rho,phi,-3.429565622579848e-05
14.0,21.0,rho,k,6.741043839363984e-30
14.0,21.0,rho,pi,0.03465966899958359
14.0,21.0,beta,phi,-0.046068643527836156
14.0,21.0,beta,k,2.459320240789066e-27
14.0,21.0,beta,pi,5.65365202438823
14.0,21.0,phi,k,-2.5729730375392665e-28
14.0,21.0,phi,pi,-0.00519993390941895
14.0,21.0,k,pi,1.2474025847760921e-25
